Gone,Age,BusinessTravel,DistanceFromHome,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
No,30,Travel_Rarely,2,3,Female,1,2,Manufacturing Director,4,Single,6091,2,No,20,4,3,0,11,2,3,5,4,0,2
No,60,Travel_Rarely,7,1,Female,3,5,Manager,1,Married,19566,5,No,11,3,4,0,33,5,1,29,8,11,10
No,46,Travel_Rarely,18,3,Female,3,2,Manufacturing Director,3,Divorced,4810,2,No,14,3,3,1,19,5,2,10,7,0,8
No,42,Travel_Frequently,28,4,Female,2,2,Healthcare Representative,4,Married,4523,0,No,11,3,4,3,7,4,4,6,5,0,4
Yes,24,Travel_Rarely,1,1,Female,3,1,Sales Representative,2,Single,3202,1,Yes,16,3,2,0,6,4,3,5,3,1,4
Yes,34,Travel_Frequently,6,4,Female,1,1,Sales Representative,3,Divorced,2351,0,No,16,3,4,1,3,3,2,2,2,1,0
No,38,Travel_Frequently,2,4,Male,3,1,Laboratory Technician,4,Married,1702,1,Yes,23,4,3,1,1,3,3,1,0,0,0
No,40,Travel_Rarely,2,3,Female,3,5,Manager,3,Married,18041,0,No,14,3,4,0,21,2,3,20,15,1,12
No,26,Travel_Rarely,23,1,Female,3,1,Research Scientist,4,Divorced,2886,1,No,22,4,2,2,3,3,1,3,2,0,2
No,30,Non-Travel,3,3,Male,3,1,Laboratory Technician,4,Married,2097,4,No,15,3,3,1,9,3,1,5,3,1,4
No,29,Travel_Rarely,3,2,Male,2,3,Research Director,3,Married,11935,1,No,18,3,3,0,10,2,3,10,2,0,7
Yes,29,Travel_Rarely,25,3,Female,2,1,Research Scientist,2,Married,2546,5,No,16,3,2,0,6,2,4,2,2,1,1
Yes,19,Travel_Rarely,2,1,Male,2,1,Human Resources,4,Single,2564,1,No,12,3,3,0,1,3,4,1,0,0,0
No,30,Non-Travel,22,3,Female,3,3,Sales Executive,1,Married,8412,0,No,11,3,3,0,10,3,3,9,8,7,8
No,57,Travel_Rarely,29,1,Male,2,4,Manager,4,Divorced,14118,3,No,12,3,3,1,32,3,2,1,0,0,0
No,50,Travel_Rarely,29,2,Male,2,4,Manager,3,Married,17046,0,No,15,3,2,1,28,2,3,27,10,15,7
No,30,Non-Travel,2,3,Female,3,1,Laboratory Technician,4,Single,2564,0,No,14,3,3,0,12,2,2,11,7,6,7
No,60,Travel_Frequently,28,3,Female,2,3,Sales Executive,1,Married,10266,4,No,19,3,4,0,22,5,4,18,13,13,11
No,47,Travel_Rarely,2,1,Female,3,2,Manufacturing Director,4,Divorced,5070,5,No,13,3,3,3,20,2,3,5,0,0,4
No,46,Travel_Rarely,2,1,Male,3,4,Research Director,3,Married,17861,6,No,13,3,3,0,26,2,1,3,2,0,1
No,35,Travel_Rarely,22,4,Male,1,1,Laboratory Technician,3,Single,4230,0,No,15,3,3,0,6,2,3,5,4,4,3
No,54,Travel_Rarely,8,3,Female,3,2,Laboratory Technician,3,Single,3780,7,No,11,3,3,0,19,3,3,1,0,0,0
No,34,Travel_Rarely,2,4,Male,2,1,Research Scientist,3,Divorced,2768,3,No,12,3,3,1,14,3,3,7,3,5,7
No,46,Travel_Rarely,10,3,Female,2,3,Sales Executive,4,Married,9071,2,Yes,19,3,3,1,15,3,3,3,2,1,2
No,31,Travel_Rarely,9,3,Male,3,3,Manufacturing Director,2,Divorced,10648,1,No,25,4,4,1,13,6,4,13,8,0,8
Yes,33,Travel_Rarely,15,2,Male,3,3,Manager,3,Married,13610,7,Yes,12,3,4,0,15,2,4,7,6,7,7
Yes,33,Travel_Rarely,10,1,Male,1,1,Laboratory Technician,4,Divorced,3408,7,No,13,3,1,3,8,2,3,4,3,1,3
No,30,Travel_Rarely,7,4,Male,3,1,Sales Representative,2,Single,2983,0,No,14,3,1,0,4,3,3,3,2,1,2
No,35,Travel_Rarely,16,4,Male,3,3,Healthcare Representative,3,Married,7632,4,Yes,12,3,3,0,10,2,3,8,7,0,0
Yes,31,Travel_Frequently,20,1,Male,3,3,Healthcare Representative,3,Married,9824,3,No,12,3,1,0,12,2,3,1,0,0,0
Yes,34,Travel_Frequently,23,2,Female,3,3,Human Resources,1,Divorced,9950,9,Yes,15,3,3,3,11,2,3,3,2,0,2
No,42,Travel_Frequently,5,2,Male,3,1,Laboratory Technician,3,Married,2093,4,No,17,3,4,1,8,4,3,2,2,2,0
No,36,Non-Travel,10,2,Male,3,3,Sales Executive,4,Single,9980,1,No,14,3,4,0,10,3,2,10,3,9,7
Yes,22,Travel_Frequently,4,3,Male,2,1,Laboratory Technician,3,Single,3894,5,No,16,3,3,0,4,3,3,2,2,1,2
No,48,Travel_Rarely,2,2,Female,3,2,Sales Executive,4,Married,4051,2,No,14,3,1,1,14,2,3,9,7,6,7
No,55,Travel_Rarely,18,1,Female,3,4,Manager,2,Single,16835,3,No,23,4,4,0,37,2,3,10,9,7,7
No,41,Non-Travel,10,4,Male,3,2,Sales Executive,4,Single,6230,7,No,14,3,4,0,16,3,3,14,3,1,10
No,35,Travel_Rarely,1,2,Male,3,2,Sales Executive,3,Married,4717,9,No,11,3,3,0,15,2,3,11,9,6,9
No,40,Travel_Rarely,6,2,Female,3,4,Manufacturing Director,3,Single,13237,7,No,15,3,3,0,22,3,3,20,6,5,13
No,39,Travel_Frequently,8,3,Female,3,1,Laboratory Technician,3,Married,3755,1,No,11,3,1,1,8,3,3,8,3,0,7
No,31,Travel_Rarely,2,2,Male,3,2,Sales Executive,4,Single,6582,4,Yes,13,3,3,0,10,2,4,6,5,0,5
No,42,Travel_Rarely,24,4,Male,3,3,Manufacturing Director,1,Married,7406,1,Yes,21,4,4,1,10,5,2,10,9,5,8
No,45,Travel_Rarely,2,4,Male,3,2,Sales Executive,2,Married,4805,0,No,19,3,2,1,9,3,4,8,7,3,7
Yes,26,Travel_Frequently,17,2,Female,3,1,Human Resources,3,Divorced,2741,0,Yes,11,3,2,1,8,2,2,7,7,1,0
No,29,Travel_Rarely,19,4,Male,3,2,Manufacturing Director,4,Divorced,4262,4,No,12,3,2,2,8,2,4,3,2,1,2
No,33,Travel_Rarely,1,1,Female,4,4,Research Director,3,Divorced,16184,4,No,19,3,3,1,10,2,3,6,1,0,5
No,31,Travel_Rarely,7,3,Male,2,3,Manager,4,Divorced,11557,9,No,21,4,3,1,10,3,2,5,4,0,1
Yes,18,Travel_Frequently,5,2,Male,3,1,Sales Representative,2,Single,1878,1,Yes,14,3,4,0,0,3,3,0,0,0,0
No,40,Non-Travel,28,3,Male,1,3,Sales Executive,1,Divorced,10932,3,No,15,3,3,1,20,2,3,1,0,0,1
No,41,Non-Travel,2,1,Female,2,2,Healthcare Representative,3,Single,6811,2,Yes,17,3,1,0,10,3,3,8,7,0,7
No,26,Travel_Rarely,29,1,Male,3,2,Sales Executive,3,Divorced,4306,5,No,12,3,1,2,8,5,3,0,0,0,0
No,35,Travel_Rarely,1,1,Female,3,2,Sales Executive,3,Single,4859,1,No,16,3,4,0,5,3,3,5,4,0,3
No,34,Travel_Rarely,21,4,Male,4,2,Sales Executive,4,Single,5337,1,No,12,3,4,0,10,3,3,10,7,5,7
Yes,26,Travel_Rarely,24,3,Male,1,1,Laboratory Technician,4,Single,2340,1,Yes,18,3,2,0,1,3,1,1,0,0,0
No,37,Travel_Rarely,1,2,Female,3,3,Manufacturing Director,4,Single,7491,4,No,17,3,4,0,12,3,4,6,5,1,2
No,46,Travel_Frequently,18,1,Female,3,3,Healthcare Representative,3,Married,10527,5,No,11,3,4,0,28,3,2,2,2,1,2
No,41,Travel_Rarely,2,2,Female,3,4,Manager,1,Married,16595,7,No,16,3,2,1,22,2,3,18,16,11,8
No,37,Non-Travel,9,1,Male,3,3,Sales Executive,2,Divorced,8834,1,No,13,3,4,1,9,6,3,9,5,7,7
No,52,Travel_Rarely,6,4,Male,3,2,Research Scientist,1,Divorced,5577,3,Yes,12,3,2,2,18,3,3,10,9,6,9
Yes,32,Non-Travel,11,4,Male,4,2,Sales Executive,3,Married,4707,8,No,12,3,4,0,6,2,3,4,2,1,2
No,24,Travel_Frequently,24,4,Male,3,1,Sales Representative,4,Married,2400,0,No,13,3,3,2,3,3,3,2,2,2,1
No,38,Travel_Rarely,10,3,Female,3,2,Healthcare Representative,3,Married,9824,3,No,19,3,3,1,18,4,3,1,0,0,0
No,37,Travel_Rarely,1,2,Female,3,2,Manufacturing Director,2,Married,6447,6,No,12,3,2,1,8,2,2,6,5,4,3
No,49,Travel_Rarely,18,4,Male,2,5,Research Director,3,Divorced,19502,1,Yes,17,3,3,1,31,5,3,31,9,0,9
No,24,Travel_Rarely,23,2,Male,4,1,Research Scientist,4,Married,2725,1,Yes,11,3,2,2,6,3,3,6,5,1,4
No,26,Travel_Rarely,28,1,Male,3,2,Sales Executive,2,Married,6272,1,No,20,4,4,2,6,5,4,5,3,1,4
No,24,Travel_Rarely,17,4,Male,2,1,Laboratory Technician,2,Married,2127,1,No,21,4,4,1,1,2,3,1,0,0,0
No,50,Travel_Frequently,3,1,Male,3,5,Manager,2,Married,18200,1,No,11,3,3,1,32,2,3,32,5,10,7
No,25,Travel_Rarely,13,2,Male,3,1,Sales Representative,3,Married,2096,1,No,11,3,3,0,7,1,3,7,4,0,6
Yes,24,Travel_Frequently,7,1,Female,3,1,Laboratory Technician,3,Married,2886,1,Yes,16,3,4,1,6,4,3,6,3,1,2
Yes,30,Travel_Frequently,12,2,Male,2,1,Sales Representative,1,Married,2033,1,No,18,3,3,1,1,2,4,1,0,0,0
No,34,Travel_Rarely,1,2,Male,2,1,Research Scientist,4,Married,3622,1,Yes,13,3,4,1,6,3,3,6,5,1,3
Yes,31,Travel_Rarely,13,2,Male,3,2,Sales Executive,1,Divorced,4233,2,No,17,3,3,0,9,2,1,3,1,1,2
No,35,Travel_Rarely,25,1,Male,2,2,Laboratory Technician,4,Single,3681,4,No,14,3,4,0,9,3,3,3,2,0,2
No,31,Travel_Rarely,6,1,Male,4,2,Sales Executive,4,Divorced,5460,4,No,22,4,4,2,13,4,4,7,7,5,7
No,27,Travel_Rarely,6,1,Female,2,1,Research Scientist,3,Divorced,2187,0,No,12,3,3,2,6,5,2,5,3,0,3
No,37,Travel_Rarely,2,4,Male,3,2,Sales Executive,3,Married,9602,4,Yes,11,3,3,1,17,3,2,3,0,1,0
No,20,Travel_Rarely,1,4,Female,2,1,Research Scientist,2,Single,2836,1,No,13,3,4,0,1,0,4,1,0,0,0
No,42,Travel_Rarely,2,3,Female,3,2,Healthcare Representative,4,Married,4089,1,No,13,3,2,2,10,4,3,10,2,2,2
No,43,Travel_Rarely,6,2,Male,2,4,Research Director,4,Divorced,16627,4,Yes,14,3,3,1,21,3,2,1,0,0,0
No,38,Travel_Rarely,1,3,Female,3,1,Research Scientist,1,Single,2619,3,No,17,3,4,0,8,3,2,0,0,0,0
No,43,Travel_Frequently,9,4,Male,3,2,Laboratory Technician,3,Divorced,5679,3,Yes,13,3,2,1,10,3,3,8,7,4,7
No,48,Travel_Rarely,1,4,Female,2,4,Manager,1,Married,15402,7,No,11,3,1,1,21,3,1,3,2,0,2
No,44,Travel_Rarely,1,1,Female,2,2,Human Resources,3,Single,5985,4,No,11,3,2,0,10,1,4,2,2,0,2
No,34,Travel_Rarely,14,3,Female,3,1,Sales Representative,3,Divorced,2579,1,Yes,18,3,4,2,8,3,3,8,2,0,6
Yes,27,Travel_Rarely,2,3,Male,3,1,Sales Representative,1,Divorced,3041,0,No,11,3,2,1,5,3,3,4,3,0,2
No,21,Travel_Rarely,22,3,Male,3,1,Sales Representative,3,Single,3447,1,No,11,3,3,0,3,2,3,3,2,1,2
No,44,Travel_Rarely,3,4,Male,3,5,Manager,4,Married,19513,4,Yes,12,3,1,1,26,2,4,2,2,0,1
No,22,Travel_Rarely,6,1,Male,3,1,Research Scientist,3,Married,2773,0,No,20,4,4,0,3,3,3,2,2,2,2
No,33,Travel_Rarely,8,3,Male,3,2,Sales Executive,3,Divorced,7104,0,No,12,3,4,0,6,3,3,5,0,1,2
No,32,Travel_Rarely,9,1,Female,3,2,Research Scientist,4,Married,6322,1,Yes,12,3,4,1,6,2,2,6,4,0,5
No,30,Travel_Frequently,3,3,Female,3,1,Research Scientist,3,Divorced,2083,1,No,20,4,3,1,1,2,3,1,0,0,0
No,53,Travel_Rarely,1,4,Female,3,2,Sales Executive,1,Single,8381,7,No,20,4,4,0,18,2,4,14,7,8,10
No,34,Travel_Rarely,1,2,Male,3,1,Research Scientist,4,Married,2691,1,No,12,3,4,1,10,4,2,10,9,8,8
Yes,45,Travel_Frequently,26,1,Female,3,2,Sales Executive,1,Married,4286,2,No,14,3,4,2,5,4,3,1,1,0,0
No,26,Travel_Rarely,6,3,Female,3,1,Laboratory Technician,4,Married,2659,1,Yes,13,3,3,1,3,2,3,3,2,0,2
No,37,Travel_Rarely,3,3,Male,3,3,Manufacturing Director,3,Married,9434,1,No,15,3,3,1,10,2,3,10,7,7,8
No,29,Travel_Rarely,3,2,Female,3,2,Sales Executive,3,Married,5561,1,No,14,3,1,1,6,5,2,6,0,1,2
No,35,Travel_Rarely,6,2,Male,1,2,Research Scientist,4,Single,6646,1,No,13,3,2,0,17,3,3,17,11,11,8
No,33,Travel_Frequently,6,3,Male,3,2,Healthcare Representative,4,Divorced,7725,3,No,23,4,3,1,15,2,1,13,11,4,7
No,54,Travel_Rarely,19,3,Male,3,3,Human Resources,2,Married,10725,2,No,15,3,3,1,16,1,4,9,7,7,1
No,36,Travel_Rarely,9,2,Male,2,2,Manufacturing Director,2,Divorced,8847,2,Yes,11,3,3,1,13,2,3,3,2,0,2
No,27,Travel_Rarely,3,1,Male,2,1,Research Scientist,4,Single,2045,0,No,13,3,4,0,5,0,3,4,2,1,1
Yes,20,Travel_Rarely,10,4,Male,3,1,Research Scientist,3,Single,1009,1,Yes,11,3,4,0,1,5,3,1,0,1,1
Yes,33,Travel_Frequently,3,1,Male,3,1,Research Scientist,1,Single,3348,1,Yes,11,3,1,0,10,3,3,10,8,9,7
No,35,Non-Travel,3,3,Male,2,1,Laboratory Technician,3,Married,1281,1,No,18,3,3,2,1,3,3,1,0,0,0
No,23,Travel_Rarely,4,1,Male,4,1,Research Scientist,1,Married,2819,2,No,16,3,1,1,5,3,4,3,2,0,2
No,25,Travel_Rarely,8,4,Male,4,2,Sales Executive,2,Married,4851,0,No,22,4,3,1,4,4,3,3,2,1,2
No,38,Travel_Rarely,7,4,Female,2,2,Sales Executive,4,Single,4028,0,No,20,4,1,0,8,2,3,7,7,0,5
No,29,Travel_Frequently,1,2,Male,1,1,Research Scientist,4,Divorced,2720,1,No,18,3,4,1,10,5,3,10,7,2,8
No,48,Travel_Rarely,2,2,Male,4,2,Sales Executive,2,Married,8120,3,No,12,3,4,0,12,3,3,2,2,2,2
No,27,Travel_Frequently,3,4,Female,4,2,Sales Executive,4,Divorced,4647,1,Yes,20,4,2,2,6,3,3,6,5,0,4
No,37,Travel_Rarely,10,4,Male,4,1,Research Scientist,4,Single,4680,3,No,17,3,1,0,4,2,3,1,0,0,0
No,50,Travel_Rarely,28,4,Male,4,1,Laboratory Technician,3,Married,3221,1,Yes,11,3,3,3,20,3,3,20,8,3,8
No,34,Travel_Rarely,9,4,Female,2,3,Healthcare Representative,2,Single,8621,1,No,14,3,2,0,9,3,4,8,7,7,7
Yes,24,Travel_Rarely,3,1,Female,3,2,Sales Executive,3,Single,4577,9,No,14,3,1,0,4,3,3,2,2,2,0
No,39,Travel_Rarely,2,4,Female,2,2,Healthcare Representative,3,Single,4553,1,No,11,3,1,0,20,4,3,20,7,11,10
No,32,Travel_Rarely,10,4,Male,3,2,Sales Executive,4,Single,5396,1,No,12,3,4,0,10,2,2,10,7,0,8
Yes,50,Travel_Frequently,8,2,Male,3,2,Sales Executive,3,Married,6796,3,Yes,14,3,1,1,18,4,3,4,3,1,3
No,38,Travel_Rarely,1,2,Female,4,2,Healthcare Representative,4,Single,7625,0,No,13,3,3,0,10,4,2,9,7,1,8
No,27,Travel_Rarely,1,3,Female,3,3,Manufacturing Director,1,Married,7412,1,No,11,3,4,0,9,3,3,9,7,0,7
No,32,Travel_Rarely,3,3,Female,3,3,Research Director,4,Single,11159,3,No,15,3,4,0,10,6,3,7,7,7,7
No,47,Travel_Rarely,14,4,Male,3,2,Sales Executive,1,Single,4960,2,No,12,3,4,0,20,2,3,7,7,1,7
No,40,Travel_Frequently,5,4,Male,2,3,Sales Executive,1,Married,10475,5,Yes,21,4,3,1,20,2,3,18,13,1,12
No,53,Travel_Rarely,7,3,Male,4,4,Research Director,3,Married,14814,3,No,19,3,3,0,32,3,3,5,1,1,3
No,41,Travel_Rarely,10,2,Male,2,5,Manager,4,Divorced,19141,3,No,15,3,2,3,23,2,2,21,6,12,6
No,60,Travel_Rarely,16,1,Male,3,2,Sales Executive,1,Single,5405,8,No,14,3,4,0,10,1,3,2,2,2,2
No,27,Travel_Frequently,10,4,Male,3,3,Manufacturing Director,1,Divorced,8793,1,No,21,4,3,2,9,4,2,9,7,1,7
No,41,Travel_Rarely,1,4,Male,2,5,Manager,3,Married,19189,1,No,12,3,2,1,22,3,3,22,7,2,10
No,50,Travel_Rarely,8,4,Male,3,1,Sales Representative,2,Married,3875,7,No,15,3,4,1,4,2,3,2,2,2,2
Yes,28,Travel_Rarely,1,1,Female,1,1,Research Scientist,2,Single,2216,7,Yes,13,3,4,0,10,4,3,7,7,3,7
No,36,Non-Travel,8,1,Female,4,3,Research Director,1,Married,11713,9,No,14,3,1,1,10,2,3,8,7,0,5
No,38,Travel_Rarely,1,3,Female,3,3,Manufacturing Director,3,Single,7861,4,Yes,14,3,4,0,10,4,4,1,0,0,0
No,44,Non-Travel,24,1,Male,1,1,Laboratory Technician,3,Single,3708,2,No,14,3,3,0,9,5,3,5,2,1,4
No,47,Travel_Frequently,3,4,Female,3,4,Sales Executive,3,Divorced,13770,9,Yes,12,3,4,2,28,2,2,22,2,11,13
No,30,Travel_Rarely,27,3,Male,3,2,Sales Executive,4,Divorced,5304,7,No,23,4,4,1,10,2,2,8,7,7,7
No,29,Travel_Rarely,10,3,Male,3,1,Sales Representative,3,Single,2642,1,No,11,3,3,0,1,6,3,1,0,0,0
Yes,42,Travel_Frequently,19,3,Male,4,1,Research Scientist,3,Divorced,2759,6,Yes,12,3,4,0,7,2,3,2,2,2,2
No,43,Travel_Frequently,15,4,Male,2,2,Sales Executive,4,Married,6804,3,No,18,3,3,1,7,5,3,2,2,2,2
No,34,Travel_Rarely,8,2,Female,3,2,Healthcare Representative,3,Single,6142,3,No,11,3,4,0,10,2,3,5,1,4,3
No,23,Travel_Rarely,9,2,Male,3,1,Laboratory Technician,1,Married,2500,1,No,14,3,4,1,5,2,4,4,3,0,2
No,39,Travel_Rarely,3,3,Female,4,2,Human Resources,2,Married,6389,9,No,15,3,3,1,12,3,1,8,3,3,6
No,56,Travel_Rarely,9,3,Male,3,4,Healthcare Representative,4,Married,11103,7,No,11,3,3,0,30,1,2,10,7,1,1
No,40,Travel_Rarely,2,4,Female,2,1,Research Scientist,4,Single,2342,0,Yes,20,4,4,0,5,2,2,4,2,2,3
No,27,Travel_Rarely,7,4,Female,2,2,Healthcare Representative,1,Single,6811,8,No,19,3,1,0,9,2,1,7,6,0,7
No,29,Travel_Rarely,10,4,Male,3,1,Sales Representative,2,Divorced,2297,1,No,14,3,4,2,2,2,3,2,2,2,2
No,53,Travel_Rarely,6,4,Male,3,2,Laboratory Technician,4,Single,2450,2,No,17,3,4,0,19,4,3,2,2,2,2
No,35,Non-Travel,2,4,Female,3,2,Healthcare Representative,1,Divorced,5093,2,No,11,3,1,1,16,2,4,1,0,0,0
No,32,Travel_Frequently,24,1,Male,3,2,Laboratory Technician,4,Married,5309,1,No,15,3,4,2,10,2,3,10,8,4,7
No,38,Travel_Rarely,2,4,Male,3,1,Research Scientist,3,Married,3057,6,Yes,13,3,2,1,6,0,1,1,0,0,1
No,34,Travel_Rarely,8,2,Female,3,2,Manufacturing Director,1,Divorced,5121,3,No,14,3,3,1,7,3,3,0,0,0,0
No,52,Travel_Rarely,3,3,Male,2,4,Manager,1,Married,16856,1,No,11,3,1,0,34,3,4,34,6,1,16
Yes,33,Travel_Rarely,1,4,Male,3,1,Research Scientist,4,Single,2686,1,Yes,13,3,3,0,10,2,2,10,9,7,8
No,25,Travel_Rarely,26,3,Female,3,2,Sales Executive,4,Single,6180,1,No,23,4,2,0,6,5,2,6,5,1,4
No,45,Travel_Rarely,2,2,Male,1,2,Sales Representative,3,Single,6632,0,No,13,3,1,0,9,3,3,8,7,3,1
No,23,Travel_Rarely,10,1,Male,4,1,Research Scientist,3,Single,3505,1,No,18,3,4,0,2,3,3,2,2,0,2
Yes,47,Travel_Frequently,27,2,Female,4,2,Sales Executive,3,Single,6397,4,Yes,12,3,4,0,8,2,3,5,4,1,3
No,34,Travel_Rarely,2,4,Male,3,2,Sales Executive,4,Single,6274,1,No,22,4,3,0,6,5,3,6,5,1,4
Yes,55,Travel_Rarely,2,4,Male,3,5,Manager,1,Married,19859,5,Yes,13,3,4,1,24,2,3,5,2,1,4
No,36,Non-Travel,8,1,Male,2,3,Sales Executive,1,Single,7587,1,No,15,3,2,0,10,1,3,10,7,0,9
No,52,Non-Travel,19,4,Male,3,1,Research Scientist,4,Married,4258,0,No,18,3,1,1,5,3,3,4,3,1,2
No,26,Travel_Frequently,1,1,Female,1,1,Laboratory Technician,4,Divorced,4364,3,No,14,3,1,1,5,2,3,2,2,2,0
No,29,Travel_Rarely,27,2,Female,3,2,Healthcare Representative,3,Married,4335,4,No,12,3,1,1,11,3,2,8,7,1,1
Yes,26,Travel_Rarely,8,4,Male,2,2,Sales Executive,1,Single,5326,6,No,17,3,3,0,6,2,2,4,3,1,2
No,34,Travel_Rarely,1,2,Female,4,1,Research Scientist,4,Single,3280,2,No,16,3,3,0,10,2,3,4,2,1,3
No,54,Travel_Rarely,19,4,Female,3,2,Manufacturing Director,1,Divorced,5485,9,Yes,11,3,2,2,9,4,3,5,3,1,4
No,27,Travel_Frequently,8,3,Male,3,2,Sales Executive,4,Married,4342,0,No,19,3,2,1,5,3,3,4,2,1,1
No,37,Travel_Rarely,10,4,Female,3,1,Research Scientist,1,Divorced,2782,0,Yes,13,3,2,2,6,3,2,5,3,4,3
No,38,Travel_Frequently,2,1,Female,4,2,Manufacturing Director,1,Single,5980,6,Yes,12,3,4,0,17,2,3,15,7,4,12
No,34,Travel_Rarely,2,3,Female,2,1,Research Scientist,1,Single,4381,1,No,11,3,3,0,6,3,3,6,5,1,3
No,35,Travel_Rarely,8,1,Female,3,1,Sales Representative,4,Married,2572,1,No,16,3,2,1,3,1,2,3,2,0,2
No,30,Travel_Rarely,1,4,Male,1,1,Laboratory Technician,3,Married,3833,3,No,21,4,3,2,7,2,3,2,2,0,2
No,40,Travel_Frequently,2,3,Female,4,2,Healthcare Representative,2,Married,4244,1,No,24,4,4,1,8,2,3,8,7,3,7
No,34,Travel_Rarely,8,3,Female,3,2,Sales Executive,1,Married,6500,5,No,17,3,2,1,6,1,3,3,2,1,2
No,42,Travel_Frequently,8,2,Male,3,5,Manager,4,Divorced,18430,1,No,13,3,2,1,24,4,2,24,7,14,9
Yes,23,Travel_Rarely,6,3,Male,4,1,Laboratory Technician,1,Married,1601,1,Yes,21,4,3,2,1,2,3,0,0,0,0
No,24,Non-Travel,9,3,Male,2,1,Laboratory Technician,2,Divorced,2694,1,No,11,3,3,3,1,4,3,1,0,0,0
No,52,Travel_Rarely,11,4,Female,3,2,Laboratory Technician,3,Married,3149,8,No,20,4,2,1,9,3,3,5,2,1,4
No,50,Travel_Rarely,2,3,Male,3,4,Research Director,3,Married,17639,5,No,16,3,4,0,30,3,3,4,3,0,3
Yes,29,Travel_Rarely,1,2,Female,2,1,Laboratory Technician,1,Married,2319,1,Yes,11,3,4,1,1,1,3,1,0,0,0
No,33,Travel_Rarely,7,3,Male,3,3,Research Director,3,Married,11691,0,No,11,3,4,0,14,3,4,13,9,3,7
Yes,33,Travel_Rarely,16,1,Female,3,2,Sales Executive,1,Single,5324,5,No,15,3,3,0,6,3,3,3,2,0,2
No,47,Travel_Rarely,2,3,Female,3,4,Manager,4,Married,16752,1,Yes,11,3,3,1,26,3,2,26,14,3,0
No,36,Travel_Rarely,1,3,Female,3,2,Manufacturing Director,2,Married,5228,0,No,15,3,1,1,10,2,3,9,7,0,5
No,29,Travel_Rarely,23,3,Male,4,1,Research Scientist,3,Married,2700,1,No,24,4,3,1,10,3,3,10,7,0,7
Yes,58,Travel_Rarely,2,4,Male,3,5,Research Director,2,Single,19246,7,Yes,12,3,4,0,40,2,3,31,15,13,8
No,35,Travel_Rarely,1,4,Female,4,1,Research Scientist,3,Single,2506,3,No,13,3,3,0,7,0,3,2,2,2,2
No,42,Travel_Rarely,1,4,Female,2,2,Manufacturing Director,4,Married,6062,9,Yes,13,3,4,1,8,4,3,4,3,0,2
Yes,28,Travel_Rarely,2,3,Male,3,1,Research Scientist,3,Single,4382,6,No,17,3,4,0,5,3,2,2,2,2,1
No,36,Travel_Rarely,13,3,Male,3,1,Human Resources,2,Married,2143,4,No,13,3,2,1,8,2,3,5,2,0,4
No,32,Travel_Rarely,4,3,Female,2,2,Manufacturing Director,3,Married,6162,1,No,12,3,3,1,14,3,3,14,13,6,8
No,40,Travel_Frequently,16,1,Male,2,2,Laboratory Technician,3,Single,5094,6,No,14,3,4,0,10,6,3,1,0,0,0
No,30,Travel_Rarely,2,3,Female,2,2,Manufacturing Director,4,Single,6877,5,Yes,24,4,2,0,12,4,2,0,0,0,0
No,45,Travel_Rarely,2,2,Female,2,1,Research Scientist,3,Single,2274,1,No,14,3,4,0,1,3,3,1,0,0,0
No,42,Travel_Rarely,29,2,Male,3,2,Manufacturing Director,2,Married,4434,1,No,13,3,4,1,10,3,2,9,8,7,8
No,38,Travel_Frequently,12,1,Male,2,2,Healthcare Representative,1,Divorced,6288,2,No,15,3,3,1,13,3,2,4,3,1,2
No,34,Travel_Frequently,16,3,Female,2,1,Research Scientist,4,Single,2553,1,No,16,3,3,0,6,3,3,5,2,1,3
Yes,49,Travel_Rarely,11,3,Female,3,3,Sales Executive,4,Married,7654,1,No,18,3,1,2,9,3,4,9,8,7,7
Yes,55,Travel_Rarely,2,3,Male,3,2,Sales Executive,4,Single,5160,4,No,16,3,3,0,12,3,2,9,7,7,3
No,43,Travel_Rarely,14,2,Male,3,4,Research Director,1,Married,17159,6,No,24,4,3,1,22,3,3,4,1,1,0
No,27,Travel_Rarely,5,3,Male,2,3,Research Director,4,Divorced,12808,1,Yes,16,3,2,1,9,3,3,9,8,0,8
No,35,Travel_Rarely,7,3,Male,3,3,Manufacturing Director,3,Single,10221,3,No,21,4,2,0,17,3,4,8,5,1,6
No,28,Travel_Rarely,2,2,Female,3,2,Sales Executive,2,Married,4779,1,Yes,20,4,1,0,8,2,3,8,7,7,5
No,34,Travel_Rarely,3,3,Male,3,1,Human Resources,4,Married,3737,0,No,19,3,3,1,4,1,1,3,2,0,2
Yes,26,Travel_Frequently,5,3,Female,2,1,Research Scientist,3,Married,2366,1,Yes,14,3,1,1,8,2,3,8,7,1,7
No,27,Non-Travel,3,4,Male,3,1,Research Scientist,4,Married,1706,1,No,11,3,3,3,0,6,2,0,0,0,0
No,51,Travel_Rarely,26,1,Female,3,4,Manager,3,Married,16307,2,No,14,3,3,1,29,2,2,20,6,4,17
